gender,race_ethnicity,first_gen,international_student,financial_aid_status,engagement_variance,sleep_schedule_drift,social_activity_decline,academic_trend,missed_class_streak,financial_stress_flag,help_seeking_flag,self_report_score,support_recommended
female,black,0,0,both,0.244,0.2609,-0.3033,0.2278,2,1,0,75.27,0
female,hispanic_latino,1,0,both,0.2424,0.1609,-0.3847,-0.5019,4,1,0,70.94,1
male,white,1,0,both,0.4856,0.2533,-0.2139,0.1031,1,0,0,57.87,0
female,white,0,0,both,0.3009,0.2199,-0.712,-0.022,2,1,0,71.15,1
female,white,1,0,none,0.3526,0.1911,-0.0294,0.1977,1,0,0,59.06,0
male,white,0,0,pell_grant,0.1744,0.073,-0.094,0.4974,3,0,0,66.24,0
male,white,1,0,none,0.5379,0.3377,-0.0496,-0.0783,1,0,1,71.1,0
male,hispanic_latino,1,0,loans_only,0.3744,0.4465,-0.0657,0.5078,2,0,0,66.06,0
female,black,0,0,none,0.1854,0.3907,-0.0532,-0.1059,2,0,0,77.28,0
non_binary,other,1,0,loans_only,0.1654,0.2998,-0.0063,-0.1594,3,0,0,77.57,0
female,hispanic_latino,0,1,both,0.3025,0.2365,-0.3638,0.0975,2,0,0,82.45,0
female,black,0,0,none,0.2237,0.2599,-0.055,-0.254,4,0,0,59.41,0
male,white,0,0,none,0.4933,0.1103,-0.3115,0.1387,4,0,0,75.95,0
female,black,0,0,loans_only,0.1874,0.3753,-0.0429,-0.2085,3,1,0,55.29,0
female,white,0,0,loans_only,0.2672,0.5087,-0.1258,0.1162,3,1,0,58.5,0
non_binary,white,0,0,both,0.3288,0.2768,-0.2049,-0.2934,2,0,0,67.21,0
female,white,0,1,pell_grant,0.3444,0.5643,-0.2874,0.0796,0,0,1,69.24,0
female,white,1,0,pell_grant,0.5855,0.315,-0.3951,-0.1531,3,0,0,87.06,0
female,hispanic_latino,1,1,none,0.3714,0.5439,-0.4703,0.1777,0,0,0,56.62,0
female,white,1,0,none,0.2121,0.1771,-0.3818,0.0937,1,0,0,77.27,0
male,black,0,0,none,0.2771,0.3884,-0.1022,-0.5363,4,1,0,51.07,1
male,multiracial,0,0,both,0.752,0.5618,-0.1229,-0.2282,0,0,0,48.72,0
male,hispanic_latino,0,0,none,0.1755,0.3842,-0.0591,0.2272,0,0,0,68.86,0
non_binary,white,1,0,pell_grant,0.4401,0.2088,-0.0906,0.16,1,1,0,68.61,1
female,black,1,0,loans_only,0.2884,0.3446,-0.0598,-0.0139,5,1,1,81.23,0
female,white,0,0,none,0.3204,0.1211,0.0,0.4326,2,0,0,64.79,0
female,white,0,0,none,0.5848,0.3242,-0.1081,-0.0905,1,0,0,78.95,0
male,white,1,0,none,0.4425,0.1479,0.0,-0.0036,0,0,0,50.12,0
female,white,1,0,pell_grant,0.7843,0.2396,-0.4279,-0.2185,4,1,0,55.58,1
female,white,0,0,pell_grant,0.1515,0.4207,-0.1406,0.0234,0,0,0,72.02,0
female,white,0,0,none,0.3087,0.5025,-0.3423,0.0783,3,1,0,74.46,1
female,white,0,0,none,0.2733,0.3965,-0.0056,0.0846,1,1,0,72.86,1
male,black,0,0,none,0.4994,0.2352,-0.0804,0.2449,3,0,0,79.78,0
male,asian,0,0,both,0.1883,0.2468,-0.0591,0.0264,1,0,0,69.89,0
female,black,0,0,both,0.3062,0.1781,-0.0828,-0.2882,1,0,0,73.44,0
female,white,1,0,none,0.142,0.1772,-0.3066,0.2179,1,0,0,62.13,0
female,black,0,0,pell_grant,0.2066,0.4253,-0.3707,0.2256,3,1,0,64.67,0
female,hispanic_latino,0,0,none,0.5207,0.1839,-0.2465,-0.0767,3,0,1,61.45,0
female,white,0,0,loans_only,0.334,0.2004,-0.0554,-0.0449,0,0,0,66.13,0
male,white,1,0,loans_only,0.3788,0.3454,-0.3263,0.1154,2,0,0,41.6,0
female,white,0,0,pell_grant,0.3367,0.526,-0.0943,-0.0516,4,1,0,36.85,0
male,white,1,0,none,0.2524,0.2449,-0.2851,0.1478,1,0,0,64.69,0
male,asian,0,0,both,0.6996,0.2376,-0.3738,0.2064,5,0,0,75.18,0
female,white,0,0,both,0.2274,0.2295,0.0,0.0043,1,0,0,71.57,0
male,white,0,0,both,0.2705,0.2818,-0.1353,0.4035,2,0,0,77.08,0
male,black,0,0,both,0.3271,0.366,-0.2929,-0.519,3,0,0,83.21,1
female,black,0,1,loans_only,0.2863,0.1168,-0.1954,-0.0951,1,0,0,75.99,0
female,hispanic_latino,1,0,none,0.3515,0.3641,-0.0973,0.1406,0,0,0,77.52,0
female,white,0,1,both,0.614,0.4387,-0.0776,-0.0232,1,1,0,53.78,1
female,black,0,0,none,0.4016,0.3151,0.0,-0.0971,0,0,0,92.08,0
female,white,0,0,pell_grant,0.3582,0.4423,-0.0343,0.3231,3,1,1,62.15,0
female,hispanic_latino,1,0,none,0.588,0.2119,-0.0211,-0.486,3,0,1,77.45,1
male,other,1,0,pell_grant,0.3974,0.4548,-0.2001,0.7703,1,0,0,55.33,0
male,black,1,0,both,0.2674,0.2654,0.0,-0.0969,3,1,0,86.07,1
male,white,0,0,loans_only,0.3873,0.3778,-0.5288,-0.1585,2,1,0,48.45,1
male,multiracial,0,0,pell_grant,0.308,0.2555,-0.6027,0.5637,4,0,0,47.26,0
prefer_not_to_say,white,1,0,loans_only,0.4469,0.4109,-0.0958,0.1775,2,0,0,75.96,0
female,hispanic_latino,1,0,pell_grant,0.5305,0.6819,0.0,0.1278,0,0,0,43.42,0
female,hispanic_latino,0,0,loans_only,0.2154,0.3126,-0.0166,-0.1323,1,0,0,63.34,0
male,white,1,0,loans_only,0.1704,0.2136,0.0,-0.3226,2,0,0,84.9,0
male,white,0,0,loans_only,0.3716,0.5178,0.0,0.3549,1,0,1,95.49,0
male,hispanic_latino,0,0,loans_only,0.2986,0.4764,-0.222,0.5051,3,0,0,61.12,0
female,white,0,0,pell_grant,0.2203,0.4802,-0.0553,-0.1829,2,1,0,25.65,0
male,white,1,0,both,0.4815,0.2298,0.0,0.2168,0,0,0,71.4,0
female,black,1,0,loans_only,0.5088,0.17,-0.2935,0.0535,0,0,0,52.93,0
female,hispanic_latino,1,0,pell_grant,0.6191,0.3602,-0.1844,-0.1404,2,0,0,85.72,1
female,asian,0,0,none,0.7406,0.3965,-0.2882,0.4917,3,1,0,75.71,1
male,multiracial,0,0,pell_grant,0.6892,0.1653,-0.2713,0.1744,0,0,0,63.52,0
female,multiracial,0,0,loans_only,0.3334,0.2925,0.0,-0.1232,1,0,0,63.93,0
female,white,0,0,both,0.1995,0.2835,-0.192,0.2874,5,0,0,79.64,0
male,white,0,0,pell_grant,0.3024,0.1741,-0.0611,-0.1859,1,1,0,71.55,0
female,hispanic_latino,0,0,pell_grant,0.556,0.3289,-0.1831,0.3764,1,0,0,63.48,0
male,multiracial,1,0,loans_only,0.3782,0.3262,0.0,0.1957,2,1,0,74.23,0
female,black,0,0,loans_only,0.1411,0.2332,-0.2977,-0.057,5,1,0,63.58,0
male,hispanic_latino,0,0,none,0.1473,0.1503,-0.0233,0.2913,0,0,0,71.99,0
female,black,0,0,none,0.2178,0.4347,-0.4586,0.1458,3,0,0,53.0,0
male,white,0,0,pell_grant,0.2226,0.1899,-0.4073,0.6147,0,0,0,61.06,0
male,hispanic_latino,1,0,pell_grant,0.4374,0.4044,-0.2271,-0.0705,4,0,0,68.22,0
female,white,0,0,none,0.6109,0.2952,-0.0577,-0.105,2,0,1,64.4,0
male,hispanic_latino,1,0,pell_grant,0.4699,0.162,0.0,0.1199,4,1,1,70.52,0
male,white,0,0,none,0.4258,0.1344,-0.2292,-0.0882,3,0,0,71.26,0
female,white,0,0,pell_grant,0.3277,0.1456,-0.3089,0.3262,3,1,0,55.21,0
male,white,0,0,loans_only,0.4952,0.2705,-0.2987,0.2507,2,1,1,61.67,0
male,hispanic_latino,1,0,loans_only,0.5296,0.1799,-0.1449,0.0554,2,0,0,68.24,0
female,hispanic_latino,0,0,both,0.7441,0.4356,-0.3864,0.1063,0,0,0,42.35,0
male,black,0,0,pell_grant,0.2923,0.4128,0.0,-0.5828,1,0,1,69.08,0
female,multiracial,0,0,both,0.6751,0.1244,-0.2115,-0.0212,1,0,0,67.21,0
male,white,0,0,none,0.2747,0.2287,0.0,-0.0901,1,0,0,83.52,0
non_binary,white,0,0,pell_grant,0.4739,0.202,-0.286,0.3218,2,0,0,71.88,0
female,white,0,0,pell_grant,0.3044,0.4106,-0.2325,-0.0184,1,0,0,65.02,0
female,white,0,0,loans_only,0.2227,0.2364,-0.086,0.0737,0,1,0,68.19,0
male,black,0,1,both,0.4599,0.1681,-0.067,-0.0683,1,0,0,45.27,0
male,hispanic_latino,1,0,loans_only,0.4061,0.2128,-0.2062,0.1786,0,0,0,76.11,0
female,white,0,0,pell_grant,0.4205,0.2669,-0.5102,-0.0439,3,0,0,66.93,0
female,hispanic_latino,0,0,pell_grant,0.3312,0.2895,0.0,0.0887,3,1,1,45.74,0
male,asian,0,0,pell_grant,0.5476,0.4731,-0.1847,0.5467,1,0,0,48.62,0
female,white,1,0,loans_only,0.3059,0.4863,0.0,0.3889,2,0,0,68.5,0
male,multiracial,0,0,pell_grant,0.5305,0.5137,-0.0195,-0.2034,1,0,0,70.11,1
male,white,0,0,pell_grant,0.4218,0.2149,-0.2378,0.2254,1,0,0,78.39,0
non_binary,white,0,0,pell_grant,0.2023,0.3029,-0.2142,0.0403,3,0,0,67.85,0
female,white,0,0,none,0.1474,0.1602,-0.3644,-0.4813,0,0,0,66.51,0
male,white,1,0,loans_only,0.4681,0.2601,-0.4147,-0.4065,3,1,0,77.1,1
male,white,0,0,none,0.643,0.3335,0.0,0.0568,3,0,0,65.89,0
male,white,1,0,none,0.6701,0.4667,-0.1142,-0.2744,1,0,0,74.0,1
female,white,0,0,both,0.4091,0.1281,-0.1826,0.2974,1,0,0,78.48,0
male,hispanic_latino,0,0,loans_only,0.2323,0.1644,0.0,0.233,1,0,1,71.78,0
male,white,1,0,both,0.229,0.1351,-0.0398,-0.2197,3,0,0,80.33,0
male,white,0,0,pell_grant,0.8389,0.166,-0.1662,-0.0309,1,1,0,66.5,1
female,hispanic_latino,0,0,none,0.3349,0.3998,-0.374,-0.0574,2,0,0,58.62,0
female,hispanic_latino,0,0,none,0.3771,0.4458,0.0,0.3957,1,0,0,47.05,0
female,hispanic_latino,0,0,pell_grant,0.8076,0.3281,0.0,0.0212,3,0,1,67.49,0
female,hispanic_latino,0,0,loans_only,0.4733,0.3793,-0.3519,-0.0408,3,0,0,64.79,0
male,asian,0,0,none,0.1056,0.2527,-0.1899,0.5482,1,0,0,90.08,0
male,white,0,0,loans_only,0.2236,0.4166,-0.3033,-0.0475,3,0,0,76.78,1
male,black,0,0,pell_grant,0.3057,0.4412,-0.2585,0.0889,1,1,0,63.04,0
female,white,0,0,loans_only,0.3767,0.6034,-0.316,-0.1148,1,0,0,42.88,1
female,multiracial,0,0,pell_grant,0.3764,0.1746,-0.5576,0.2619,3,0,0,68.46,0
female,white,0,0,none,0.1666,0.207,-0.2129,0.0907,0,0,0,62.3,0
female,multiracial,0,0,loans_only,0.2439,0.1491,-0.1901,-0.2519,4,1,0,81.58,1
male,asian,0,0,none,0.2066,0.3621,-0.2127,0.485,0,0,0,89.6,0
female,white,1,0,loans_only,0.7104,0.1757,-0.1166,-0.1852,6,1,0,63.45,1
female,white,0,0,none,0.7426,0.1097,-0.0069,-0.1885,1,1,0,40.6,0
male,white,1,0,pell_grant,0.4496,0.2373,-0.2981,-0.067,1,1,0,77.6,1
female,white,0,0,none,0.2059,0.4331,0.0,0.1763,1,0,0,77.98,0
female,white,1,0,both,0.2319,0.551,0.0,-0.0844,3,0,0,70.21,0
female,hispanic_latino,1,0,none,0.2571,0.3074,-0.1168,0.1224,3,1,0,68.01,0
female,white,0,0,pell_grant,0.3871,0.2506,-0.5391,0.2232,2,1,0,40.35,0
female,white,0,0,pell_grant,0.1355,0.3605,-0.0363,0.4113,2,0,0,67.35,0
female,white,1,0,both,0.1878,0.2792,-0.1731,-0.3147,3,0,1,45.65,0
male,white,0,0,both,0.5291,0.3453,-0.3881,0.3234,5,0,0,64.85,0
female,white,0,0,pell_grant,0.2552,0.1356,-0.0285,0.2149,1,0,0,50.39,0
female,hispanic_latino,0,0,none,0.1927,0.3234,-0.116,0.0588,1,0,0,81.94,0
male,white,0,0,none,0.1905,0.3967,-0.3438,-0.3585,3,0,1,75.34,0
female,black,0,0,loans_only,0.7921,0.1106,-0.2238,0.461,2,0,0,30.71,0
female,black,0,0,loans_only,0.4418,0.0996,-0.2542,0.0289,1,0,0,62.33,0
female,prefer_not_to_say,1,0,both,0.5159,0.1328,-0.1014,-0.4488,1,0,1,47.77,0
female,white,0,0,both,0.1981,0.3369,0.0,0.0622,0,0,0,87.94,0
female,white,0,0,pell_grant,0.4716,0.3692,-0.2263,-0.0354,2,0,0,64.97,0
non_binary,white,0,0,none,0.4051,0.3043,0.0,0.523,1,0,0,81.07,0
female,white,0,0,loans_only,0.7839,0.1918,-0.2198,0.5433,0,0,0,64.53,0
female,multiracial,0,0,pell_grant,0.3159,0.2311,-0.3012,0.1415,1,1,0,83.87,1
female,hispanic_latino,1,0,both,0.4006,0.278,-0.4765,-0.4847,2,0,0,76.4,1
female,other,1,0,loans_only,0.3929,0.2584,-0.1521,0.001,5,0,0,60.33,0
male,multiracial,0,0,both,0.2275,0.1874,-0.5404,0.2441,1,0,0,41.68,0
male,white,0,0,pell_grant,0.2916,0.4446,0.0,0.143,3,0,1,75.78,0
non_binary,white,0,0,both,0.3641,0.2278,0.0,-0.2364,1,1,0,48.38,0
female,white,0,0,both,0.6501,0.1634,0.0,-0.336,0,1,0,59.27,0
female,black,1,0,none,0.4425,0.2679,-0.0248,-0.5327,1,0,0,80.42,0
male,hispanic_latino,1,0,pell_grant,0.4858,0.3264,0.0,-0.1486,3,0,0,54.09,0
female,white,0,0,none,0.1924,0.3512,-0.2492,0.3999,3,0,0,92.28,0
female,multiracial,1,0,pell_grant,0.2231,0.2821,-0.0837,-0.0577,1,0,0,56.45,0
female,black,0,0,none,0.5103,0.1424,-0.1356,-0.1344,0,1,0,75.4,1
female,multiracial,0,0,none,0.3409,0.1284,-0.4168,-0.195,3,0,0,72.89,0
male,white,0,0,none,0.3217,0.2751,-0.0034,0.3972,0,0,0,75.39,0
male,black,0,0,both,0.1101,0.1647,-0.2171,0.0717,1,0,0,60.09,0
male,hispanic_latino,1,0,loans_only,0.1312,0.1225,-0.498,-0.091,3,0,0,73.39,0
female,white,0,0,loans_only,0.4205,0.2429,0.0,0.0054,1,0,0,58.12,0
male,white,1,0,loans_only,0.6983,0.372,-0.0016,0.0147,6,1,0,50.15,1
male,white,0,0,pell_grant,0.2804,0.152,-0.0548,-0.1531,5,1,0,60.94,1
male,white,1,0,loans_only,0.271,0.5254,-0.151,0.5194,0,0,0,57.51,0
female,hispanic_latino,0,0,loans_only,0.28,0.2059,-0.2212,0.0997,1,1,0,58.91,1
male,asian,0,0,loans_only,0.3579,0.4515,-0.408,0.2271,3,0,0,82.99,0
female,prefer_not_to_say,1,1,loans_only,0.6445,0.1592,-0.201,0.1354,0,0,0,61.93,0
male,white,1,0,none,0.1608,0.3442,0.0,0.1658,2,0,0,74.45,0
male,hispanic_latino,1,0,none,0.3728,0.4618,-0.2243,0.2393,3,0,0,58.77,0
male,white,1,0,loans_only,0.3142,0.5216,-0.2001,0.1046,4,0,0,61.72,0
male,white,0,0,none,0.1715,0.1623,0.0,0.1175,2,0,0,78.67,0
female,asian,0,0,pell_grant,0.3604,0.4326,-0.1222,-0.1792,0,0,0,81.89,0
male,multiracial,0,0,none,0.1633,0.1213,0.0,-0.2549,2,0,0,74.57,0
female,native_american,1,0,pell_grant,0.6968,0.222,-0.3873,-0.1105,0,0,0,51.01,0
male,white,0,0,pell_grant,0.4612,0.3874,0.0,-0.3086,0,0,0,92.3,0
female,black,0,0,both,0.252,0.4298,-0.1891,-0.4476,2,0,0,56.62,0
female,white,0,0,loans_only,0.2987,0.2734,-0.0567,0.2447,3,0,0,62.86,0
male,black,0,0,none,0.5376,0.1666,-0.3204,0.0713,1,0,0,64.61,0
male,white,0,0,pell_grant,0.1863,0.3052,-0.2266,0.6343,4,0,0,65.78,0
female,white,0,0,both,0.4021,0.2742,-0.4276,-0.0337,2,1,0,60.66,1
female,pacific_islander,0,1,none,0.1283,0.1597,-0.2516,-0.0838,1,1,0,68.47,0
female,white,0,0,loans_only,0.3564,0.2054,-0.314,0.4696,3,0,0,67.05,0
female,asian,0,0,none,0.1187,0.3819,-0.1406,0.6066,1,0,0,75.18,0
female,white,0,0,none,0.5322,0.3232,-0.408,-0.0246,0,0,0,55.18,0
male,asian,0,0,pell_grant,0.3168,0.3403,-0.2393,0.2858,5,1,1,44.66,0
female,multiracial,0,0,pell_grant,0.387,0.4396,-0.2783,-0.0064,3,0,0,61.97,0
female,white,0,0,pell_grant,0.3349,0.5753,-0.1216,0.152,5,1,0,46.82,1
male,white,1,0,both,0.244,0.2952,0.0,-0.027,2,0,0,68.84,0
female,black,0,0,none,0.6796,0.4454,0.0,-0.1658,3,0,0,74.52,0
female,white,0,0,pell_grant,0.9811,0.4769,-0.0208,0.3853,0,1,1,32.76,0
female,white,0,0,none,0.4372,0.3937,-0.5823,-0.0345,1,0,0,62.53,0
female,white,0,0,pell_grant,0.1894,0.3484,-0.2418,-0.2017,2,1,0,63.95,1
female,white,0,1,pell_grant,0.2663,0.2454,-0.4948,0.1812,4,0,0,52.92,0
male,white,0,0,none,0.4782,0.3229,-0.3345,-0.0624,4,1,0,87.24,1
female,white,1,0,pell_grant,0.612,0.5776,-0.1557,-0.4448,4,1,0,48.86,1
male,white,0,0,none,0.6064,0.33,-0.3711,0.0857,2,1,0,71.81,1
male,native_american,0,0,both,0.5679,0.5017,0.0,-0.215,1,1,1,84.48,1
male,white,1,0,both,0.4299,0.2553,-0.4701,-0.1322,0,1,0,63.34,1
male,white,0,0,loans_only,0.3295,0.2487,-0.409,0.5529,1,0,0,72.87,0
male,black,0,0,pell_grant,0.5284,0.2653,-0.4132,-0.1801,1,0,0,74.5,0
male,black,0,0,pell_grant,0.2752,0.2956,-0.1808,0.0685,2,1,0,51.58,1
female,white,0,0,loans_only,0.1169,0.2006,-0.0123,-0.0516,2,1,0,69.65,0
female,white,0,0,none,0.4904,0.2463,-0.056,0.003,2,0,1,53.06,0
male,white,0,0,pell_grant,0.3236,0.2637,-0.5248,-0.1219,1,1,0,54.59,1
male,native_american,1,0,both,0.3406,0.8264,-0.5153,0.6591,2,1,0,63.33,1
male,asian,0,0,none,0.2052,0.1765,-0.1455,0.3209,1,0,0,27.87,0
male,white,0,0,loans_only,0.594,0.3117,0.0,-0.2828,0,0,0,67.18,0
male,white,0,0,loans_only,0.3264,0.2343,0.0,0.1779,0,0,0,83.62,0
male,black,1,0,loans_only,0.6808,0.2037,0.0,-0.1959,4,0,0,55.03,0
male,black,1,0,pell_grant,0.6968,0.3362,-0.0007,0.0984,2,0,0,77.64,0
female,white,1,0,pell_grant,0.5041,0.098,-0.4084,0.2436,6,0,0,66.77,0
female,other,0,0,loans_only,0.102,0.1585,0.0,0.1193,0,0,0,86.83,0
female,black,0,0,loans_only,0.5178,0.1429,-0.0417,0.6445,3,0,0,51.25,0
female,hispanic_latino,0,0,loans_only,0.3275,0.2389,-0.5282,0.2351,1,0,0,68.33,0
female,hispanic_latino,0,0,both,0.4833,0.1172,0.0,-0.2345,1,0,0,76.57,0
female,hispanic_latino,1,0,pell_grant,0.7688,0.183,-0.4482,-0.2042,3,0,1,44.6,0
male,black,1,0,loans_only,0.3127,0.158,-0.0544,-0.0128,1,0,0,57.05,0
female,hispanic_latino,0,0,both,0.1786,0.1259,-0.028,0.0347,6,0,0,73.26,0
male,black,1,0,both,0.1323,0.235,0.0,0.4159,1,0,0,66.79,0
female,asian,1,0,none,0.4353,0.2278,0.0,0.2745,2,0,1,46.74,0
male,black,1,0,both,0.4151,0.1974,0.0,-0.2804,2,1,0,57.21,1
female,white,1,0,both,0.5144,0.3789,-0.4274,0.0198,3,1,0,41.38,1
female,white,0,0,both,0.6232,0.2482,-0.26,-0.0188,3,1,1,67.71,0
male,white,0,1,both,0.3521,0.3406,-0.0871,-0.0738,3,0,0,63.13,0
female,white,1,0,both,0.5036,0.44,-0.1865,-0.1506,2,1,0,48.6,1
male,hispanic_latino,0,0,none,0.5481,0.1483,0.0,-0.0584,3,0,0,70.06,0
male,hispanic_latino,0,0,loans_only,0.3168,0.4519,-0.0769,0.0672,1,0,0,62.34,0
male,white,0,0,pell_grant,0.1871,0.159,-0.3407,0.0241,0,0,0,73.38,0
female,hispanic_latino,0,0,none,0.4171,0.4675,-0.1462,0.1675,2,0,0,58.67,0
male,white,0,1,none,0.2616,0.1814,-0.2524,0.1422,2,0,0,57.23,0
female,multiracial,0,0,none,0.4522,0.4933,-0.1084,0.1428,2,0,0,55.44,0
female,hispanic_latino,0,0,loans_only,0.4798,0.5929,-0.0377,0.1067,2,0,0,49.32,0
female,white,0,0,pell_grant,0.4408,0.3759,-0.2669,0.1066,2,0,0,55.19,0
female,asian,1,0,both,0.6617,0.3049,-0.1543,0.1259,2,0,0,49.27,0
female,white,1,0,none,0.2055,0.2977,-0.0518,-0.0508,1,0,0,73.33,0
male,white,1,0,none,0.4622,0.6073,-0.0729,-0.2626,0,0,0,61.25,0
male,white,1,0,loans_only,0.2887,0.3918,0.0,-0.3926,3,0,0,72.38,0
non_binary,white,0,0,none,0.2431,0.2829,-0.0949,0.3264,1,0,1,52.95,0
female,black,1,0,none,0.2004,0.2521,-0.3528,0.3292,0,0,1,52.93,0
male,multiracial,1,0,none,0.4981,0.2901,-0.1005,-0.1639,2,0,0,68.0,0
female,black,0,1,loans_only,0.6061,0.3069,-0.0505,-0.2137,3,1,1,63.88,1
female,white,1,0,none,0.1864,0.3095,-0.0467,0.0695,1,0,0,81.3,0
female,white,0,0,none,0.3801,0.4999,-0.1431,0.5003,0,0,0,67.19,0
male,white,1,0,pell_grant,0.326,0.3936,-0.2549,0.1189,1,1,0,71.68,1
male,white,0,0,both,0.2344,0.5613,-0.2635,-0.0221,4,1,0,69.83,0
female,multiracial,1,0,pell_grant,0.3151,0.2308,-0.1906,0.0655,2,0,0,78.24,0
female,white,1,0,none,0.5412,0.307,-0.3146,0.03,2,0,0,80.02,0
female,white,1,0,loans_only,0.5518,0.2045,-0.2015,0.0541,2,0,0,87.57,0
female,black,0,0,pell_grant,0.1959,0.3764,-0.3569,0.0374,2,0,0,77.96,0
male,hispanic_latino,0,0,both,0.4837,0.2817,-0.1356,-0.0313,3,1,0,68.77,1
female,other,0,0,both,0.52,0.2492,-0.1385,0.109,4,1,0,38.35,0
male,pacific_islander,1,0,both,0.329,0.2092,-0.4877,-0.3664,6,1,0,96.06,1
non_binary,white,0,0,pell_grant,0.4216,0.0905,-0.1051,0.098,0,0,0,70.03,0
female,multiracial,0,0,loans_only,0.5118,0.4097,-0.362,0.0596,2,0,1,82.27,0
male,other,0,0,none,0.3612,0.3543,-0.1423,0.3494,4,1,0,65.66,0
male,asian,1,0,loans_only,0.5084,0.4,-0.3893,-0.2063,3,0,1,63.39,0
female,multiracial,1,0,pell_grant,0.7449,0.3462,-0.1685,0.3888,5,1,0,41.95,1
male,hispanic_latino,1,0,pell_grant,0.5005,0.2222,-0.1744,-0.0719,1,1,1,57.83,0
female,white,0,0,loans_only,0.5654,0.4612,-0.1814,-0.1552,3,1,0,69.1,1
male,asian,1,0,both,0.4372,0.3375,0.0,-0.3405,2,0,0,65.86,1
male,white,1,0,both,0.2378,0.488,-0.329,-0.0112,1,1,0,56.35,1
male,multiracial,1,0,both,0.5659,0.1735,-0.3765,-0.3288,1,1,0,84.02,1
male,hispanic_latino,0,0,none,0.6784,0.1325,-0.5889,-0.2433,1,0,0,46.21,0
male,white,0,0,pell_grant,0.4767,0.155,-0.0481,0.3945,0,0,0,64.83,0
female,asian,1,0,both,0.196,0.5085,-0.2801,0.2407,4,0,0,54.4,0
non_binary,white,0,0,both,0.1942,0.1989,-0.201,0.3067,3,1,0,71.91,0
male,white,0,0,none,0.176,0.5739,0.0,-0.2368,3,0,0,42.1,0
male,black,0,0,loans_only,0.3666,0.4143,-0.2654,0.1378,0,0,0,39.51,0
male,white,1,0,none,0.353,0.1847,-0.15,0.2619,1,0,0,66.32,0
female,asian,0,0,none,0.2815,0.4293,0.0,-0.001,4,0,0,83.19,0
female,multiracial,0,0,pell_grant,0.4873,0.4118,-0.1579,-0.0879,3,0,0,82.54,0
male,white,0,0,pell_grant,0.3436,0.1572,-0.0384,0.1582,1,0,0,57.91,0
male,hispanic_latino,0,0,none,0.2175,0.1753,-0.1927,0.1275,1,0,0,70.22,0
male,white,0,1,both,0.2649,0.2831,-0.3489,0.0089,1,1,0,73.14,1
female,black,0,0,pell_grant,0.538,0.468,-0.4331,0.0521,2,0,1,67.13,0
female,white,0,0,pell_grant,0.5059,0.141,-0.1968,0.2475,5,1,0,81.18,0
female,white,0,0,none,0.3388,0.329,-0.4459,0.1218,1,1,0,63.85,0
female,asian,0,0,none,0.4218,0.1276,-0.023,0.2653,0,0,0,69.24,0
male,white,1,0,none,0.3551,0.3297,-0.1237,0.5157,2,0,0,66.48,0
male,black,0,0,pell_grant,0.3777,0.2552,-0.254,0.678,2,0,0,70.2,0
female,white,0,0,both,0.4746,0.3415,-0.0281,0.4409,4,0,0,54.72,0
female,multiracial,0,0,loans_only,0.3856,0.3362,-0.1373,0.2414,3,0,0,40.36,0
male,hispanic_latino,0,0,loans_only,0.1572,0.4801,-0.1027,0.153,3,0,0,57.58,0
male,hispanic_latino,0,0,none,0.43,0.3968,0.0,0.2509,4,0,0,74.85,0
female,white,0,0,none,0.4771,0.3984,-0.2601,-0.317,0,0,0,64.09,0
female,black,0,0,loans_only,0.5367,0.2956,-0.0465,0.457,1,0,1,99.59,0
female,hispanic_latino,0,0,none,0.8497,0.3348,-0.4618,0.136,2,0,0,60.14,0
female,black,0,0,none,0.5055,0.5799,-0.2538,0.1674,1,0,1,67.04,0
male,asian,1,0,both,0.3891,0.436,-0.4213,-0.1892,5,1,0,65.44,1
female,black,0,0,none,0.2897,0.0874,0.0,-0.1881,2,1,0,51.18,0
female,white,0,0,pell_grant,0.1656,0.1952,0.0,0.3189,2,0,0,63.69,0
female,asian,0,0,pell_grant,0.4164,0.2345,-0.0777,0.0191,1,0,0,59.94,0
female,black,1,0,none,0.5141,0.1933,-0.0232,0.3627,2,0,0,53.08,0
male,black,1,0,both,0.4315,0.2913,0.0,-0.2028,3,0,0,81.28,1
male,multiracial,0,0,loans_only,0.2801,0.1457,-0.3107,-0.1339,1,0,0,62.8,0
female,white,1,0,loans_only,0.1863,0.6682,-0.1873,-0.2706,0,1,1,66.08,1
female,white,0,0,none,0.6934,0.2388,0.0,-0.3304,2,1,0,66.6,1
male,white,0,0,loans_only,0.237,0.401,0.0,0.3511,2,0,0,64.23,0
male,black,1,0,pell_grant,0.5273,0.3855,-0.3889,0.0223,1,0,1,63.67,0
female,white,0,0,both,0.3005,0.1439,0.0,-0.042,2,0,0,56.83,0
female,black,0,0,loans_only,0.3366,0.4992,-0.6661,0.3624,0,0,0,60.84,0
male,white,1,0,both,0.2003,0.1773,0.0,-0.2927,1,0,0,71.66,0
female,hispanic_latino,0,0,both,0.2412,0.5214,-0.1207,0.1823,2,1,0,36.67,0
non_binary,white,0,0,none,0.208,0.2218,-0.1786,-0.0825,2,1,0,53.86,0
male,white,1,0,none,0.5639,0.2246,-0.2747,0.1227,0,0,0,76.46,0
female,hispanic_latino,1,0,pell_grant,0.4968,0.2088,-0.0929,0.1484,6,0,0,80.36,0
